created_at,text,author_id,username
2022-12-13 03:04:08,もはや、同アニメを語るには、欠かせない名シーン。（だれも声入れてないフェイズから、ブッコんでく花澤さんが凄すぎるのよ。） #ijuin https://t.co/vaXzGKuOkk,237589024,TheYoshipiro
2022-12-13 03:03:42,#ijuin そのナイキのスニーカーを東京オリンピックのマラソンで履いて良いのかどうかで揉めてたよな｡ それどこじゃなくなったけど･･･｡,1378641049,KinyouLeader
2022-12-13 03:03:27,ズボン入ってるの1/18発売だー #ijuin ニュー・アルバム「MOUNTAIN BANANA」2023/1/18発売決定！ https://t.co/53vvKRGSQB,1388350532008349699,Tic_Chopist
2022-12-13 03:03:25,＼どうしよう…／  はい、皆さまお疲れさまでした(*´□｀)ﾉかなり寒い日が増えてきましたし｢感染症｣も厳しくなっていますので、体調に十分ご自愛くださいませ(*´･ω･｀)b✨ ではまたらいしぇ～(*´□｀)ﾉ✨☔☁️ #ijuin,716797454134353920,midhisky25bk
2022-12-13 03:02:49,今週もトーク、コーナー沢山笑った。 さて寝るか。 #ijuin,1454633400946495488,y2hige
2022-12-13 03:02:43,#ijuin お疲れさまっした,108846874,andorodame
2022-12-13 03:02:36,31cmでかwはく？はかない？ #ijuin おしまーい,148358395,chihirokkun
2022-12-13 03:02:19,JUNK 伊集院光・深夜の馬鹿力 | TBSラジオ  今日も楽しかった。いっぱい笑ったー！  https://t.co/5tVSnflz3G #radiko #伊集院光 #ijuin,2259911539,H0930K
2022-12-13 03:02:12,単刀直入に云います！愉しかったけど寝ちゃったからタイムフリー直行便だ あっおつかれさまでした！ #ijuin #伊集院光,1466028161121292290,Hy6Bjf
2022-12-13 03:02:03,やっぱり、さそり座かるたアレルギーの人は多いな。  私は独立コーナーなら有り、カルタとしては無し派です。  今週もありがとうございました。 肥大症～🎵  #ijuin,148268994,akiyaboda491007
2022-12-13 03:01:59,アキダイの社長のマネは、 山里亮太さんが、本人公認？でやってるんだよなぁ 　　#ijuin　#伊集院光とらじおと,183955947,sibisenn
2022-12-13 03:01:56,お疲れさまでした！ #ijuin,264737210,todddddddy
2022-12-13 03:01:49,来週の新カルタ何位のさそり座があるのかな  #ijuin,110053803,tomomigaoka1117
2022-12-13 03:01:46,お疲れ様でした #ijuin,1399515921052356608,fugashi52
2022-12-13 03:01:43,よっしゃあああああああ！深夜もハッスル超おっさん！ フィットボクシング少し休憩したらやっちゃうもんねぇ！そのあとは追い馬鹿力久々に行くかぁ！？今日はマッキントッシュを修理に出したらボラれた！って話が聞きたい気分だぜｗ　#ijuin,299451906,yeahdude0808
2022-12-13 03:01:40,今日の放送聞いての栗原家の反応を見たいような見たくないような。でもこれからも聞き続けてほしい、家族ぐるみで。また来世。 #ijuin,257442589,cele_mura
2022-12-13 03:01:34,これからも むき出しにして走ってく ラジオでいて下さい …なにを？w 私も乗り続けますw  おつかれさまでした、おやすみなさいまた来世 #ijuin,2653087250,zeronin_IWAYAf
2022-12-13 03:01:29,おやすみなさーい #ijuin,4688938874,akko03210726
2022-12-13 03:01:21,また来世 #ijuin,147937789,blue145on
2022-12-13 03:01:21,今回はオープニングから飛ばしてて楽しかった アディショナルタイムにオフサイドにVAR笑ったな  #ijuin,853005704,Taiyosun16
2022-12-13 03:01:07,JUNK 伊集院光・深夜の馬鹿力 │ TBSラジオ お疲れ様でした－  https://t.co/H8KkOx9ENG #radiko #伊集院光 #ijuin,1545340535753154561,4oV1YpDOSrJWFBA
2022-12-13 03:01:01,また来世！ おつかれさまでした！  #ijuin,110053803,tomomigaoka1117
2022-12-13 03:00:52,お疲れ様でした、また来世！ #ijuin,134105900,vamovamotokyo
2022-12-13 03:00:51,番組終了直後のCM枠に落語関連が来ると、何かホッとすると云うか嬉しくなるよね。 嗚呼、前立腺肥大症。 #ijuin,21787689,m_tsuizaki
2022-12-13 03:00:49,DIYで現実逃避…まぁ打ち込むものって、本当に｢逃避｣にふさわしいかも😓 #ijuin,716797454134353920,midhisky25bk
2022-12-13 03:00:48,カルタの近況更新～  来週の挑戦者は未定！#ijuin https://t.co/oDg7Pij9Pf,2872892113,ouenkafan
2022-12-13 03:00:46,リアタイできました、楽しかった〜。また来世。#ijuin,714688714576957440,coyori_motoyui
2022-12-13 03:00:45,クソアニメ(ポプテピピック)で花澤香菜さんが「自分の金で好きで買った服をボロカスに言われる」「結構かわいい役をやってきたのに顔出しの仕事は大喜利ばかり」「川柳大喜利でスベるのを最近夢に見る」と泣き叫んでたのを思い出した(泣笑)。  お疲れ様でした&amp;おーしまーい   #ijuin #tbsradio #radiko,120160412,ujuzic
2022-12-13 03:00:42,おやすみなさい～！ #ijuin,1252632349172359168,minasenaradio
2022-12-13 03:00:34,お疲れ様でした。また来週。 #ijuin,132113312,segahisa
2022-12-13 03:00:32,初めて読んでもらいました。  嬉しい！ #ijuin,1526518609630986240,kyofu_gratinman
2022-12-13 03:00:31,棚から業務用ぼたもち #ijuin,1422208363,sukoshiomoshiro
2022-12-13 03:00:29,あぁ前立腺肥大症〜♫ #ijuin,2934740214,another_dodger
2022-12-13 03:00:29,帝王の棚組み立て、丁寧過ぎて解体に手間取る(苦笑)  NIKEのお宝スニーカーが発掘される!  帝王、皆さん、お疲れ様でした  また来週!  #ijuin,128808654,IZUMI19631015
2022-12-13 03:00:27,あぁ前立腺肥大症～♪ #ijuin,87904275,soumakisa
2022-12-13 03:00:27,おーつかーれさーまでーしたー… ＼(^o^)／   #ijuin,2435191154,ne_crash
2022-12-13 03:00:26,嗚呼〜👏👏（笑）  #podcast よろしく #ijuin,488511628,Godd_Akaei
2022-12-13 03:00:26,また来世！ お疲れ様でした。  #ijuin,1225681337815683072,rentanokami
