created_at,texts_by_minute,median,average,size,width,standard_deviation
2022-12-14 01:00:00,"['', '', '', '', '', '星野源のオールナイトニッポン ニッポン放送  0 0 0 火0 0 0 0    ', '', '', '', '', '', '', '', '', '', '', '', '', '一週間のたのしみ今日もこんばんは       ', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '始まるー', 'こんばんは', '', '', '', '', '', 'はじまった  ', '', '', '', '', '', 'お久しぶりのリアタイ  ', '', '', '', '', '', '', '', '', '', '', '', ' ', '', '', '', '源さーん こんばんはーニセさん お疲れだったけど 源さんもお疲れかしら ', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '源さんこんばんは', '', '', '', 'よろしくお願いします', 'こんばんは', '', '', '源さんこんばんは  ', '', '', '', 'こんばんは   ', '', '', '', '', 'はじまった', '', '始まった', '', '', '', '', '始まったー源さんこんばんは   ', '', '', '', '', '', '', '', '', '源さん こんばんは お疲れ様です ', '', '', '', '', '', '', 'お疲れねぇ', '', '今夜は行けるところまで  よろしくお願いします', '', '源さんこんばんはー', '', '', '', '', '', ' mroでききますね ', '', '', '', '', 'こんばんは  ', '', '今夜もよろしくお願いします', '', '', '', '', 'お疲れ様ですw ', '源さんお疲れ', '', '', '', '', '', '', 'アイムタイアード お疲れ様です ', '源さんこんばんは', '今夜はどんな笑いが起こるかな星野源のオールナイトニッポン│ニッポン放送    ', '今日はお疲れな源さん', '', '', 'お疲れニセさんと星野さん', '', 'i m tired 非常に疲れております ', '源さんお疲れモード', '', '', '', 'リアタイします       ', '今日は寝息だけのラジオでいいですよー ', 'tired ', 'はじまた  \u2060 \u2060 \u2060  ', 'こんばんはー           ', '', '', 'i m tired  ', '', '', '', '', '今週もスタート   ']",1.0,0.667898784549899,20301,1.0,0.4661717760701224
2022-12-14 01:01:00,"['  ', '', '', 'リハーサル  ', 'お疲れなんですね ', '', '源さんこんばんは  ', '', '', '', 'こんばんは', '', '', '', '', '', '', '', '', '', '昨日からreassemb yのリハスタート  ', '', '', '', '', '', '', 'i m tired  w ', '昨日今日とライブリハーサル', 'こんばんは', 'リハ', '', '', '', '', ' 0月0日火曜日 明けて0日の水曜日でございますいや日村さん  何ですか 設楽さん  ', '', '', 'うたいっぱなし  ', '', '', 'こんばんわー', 'i m tired ', '', '', '', '', '今週も生放送スタート アイムタイヤード 有観客ライブのリハでお疲れの星野源さん ', '', '', 'こんばんは始まりました', '', '今日はradikoなので時差0分', '', '疲れております', 'i m tired reassemb yのリハでお疲れな源さん声も枯れてるね', '', '', 'こんばんは', '', 'はじまったー  ', 'こんばんは  ', '星野源のオールナイトニッポン ニッポン放送    ', 'リハーサル始まったんだ  ', '疲れてるんだね', '', '', '', 'こんばんは', '', 'reassemb yのリハ    ', '', '', 'テンション低め', '源さんも疲れてるのね', 'みっちり0日間リハーサル楽しみすぎるー', '', 'ニセさんも源さんもお疲れ様 ', 'お疲れモードの源さん', '', 'リハが始まったのね ', 'reassemb yのリハーサルしてるんだ それだけでテンション上がる', 'リハーサル', 'アイムタイヤードな源さんこんばんは', '', '', '将来に悩む子へのニセさんの回答いいね  ', 'あいむたいあーどお疲れのところありがとうございます', '', '', '', 'i m tired ', '', '', '源さんこんばんわー ', 'i am tiredな源さん ', '落ち着いた大人のレディオ', '源さんこんばんはー源さんも おつかれ生です 低音ボイスでセクスィ', 'リハーサルスタート', 'お誕生日の日に行かせて頂きますー', '', 'reassemb yのリハを昨日今日でしていた  ', 'お疲れさまです', 'めっちゃ昨夜睡眠不足なのに起きてられるの不思議', '落ち着いた大人のレディオふーんw ', '', '', '', 'こんばんは  ', '', '大人のレディオ', 'お  リハーサル   ', 'こんばんは源さんお疲れなんですね', 'ライブ行きたかったな国試さえなければ', '低音が耳に心地よい ', 'そう言ってても爆笑してヒーヒーする未来が見える ', '0月0日深夜    0 0   am tired  ちょっと いわっち スタッフさん が 今日いないのでね  nativeの発音のcheckができないだけどね  ニセorigina の発音で今日いきたいなって ', '']",1.0,0.3410075822062658,6903,1.0,0.4418359830808142
2022-12-14 01:02:00,"['リハか お疲れ様です  ', 'イケボ    ', 'i m tiredおおお お疲れ様です', 'こんばんは', 'さー聞こう', 'リハーサル', '', 'なう', '', '声が確かにちがうお疲れさまです', '', '久々のリアタイ  radiko開いたのも久々で前よりめちゃくちゃ時差ある', 'i m tired  ', 'キス事変', '', '疲れております', 'わくわく ', 'リハーサル お疲れ様でございました ❁ ͈ˬ ͈  ', '源さん お疲れの中ラジオありがとうございます ', 'こんばんはー', 'リハしてるのね', '', '', 'リハ   お疲れ様です   ', '', '作家寺坂kiss事変', 'こんばんは お疲れ様です', 'リハーサルおつかれさまです', 'こんばんわ', 'いっぱい歌ってくれるのね ', 'キス事変', 'spotifyで聴き直しても地獄でした笑キス事変  ', 'キス事変www ', 'おぉリハ始まったのか', '', 'reassemb yのリハーサル  ', 'こんばんは', 'お疲れ様です ', '確かに先週は 変 でしたね 笑  ', '源さん お疲れぎみ', '大人のレディオ', 'アレンジも楽しみ', 'こんばんは', 'お疲れ様源ちゃん', '源さん リハでお疲れの様子  本当にお疲れ様です    ', 'tiredなので大人のradioを目指します', '私もi m tired  お揃いww  ', '', '落ち着いたおとなのradio ', 'reassemb yのリハーサル この言葉でもテンション上がる', 'わ高まるぅ', '今週は聴くよ', 'へんてこりんな回でした', '落ち着いた大人のradio ', 'リアタイ   ', 'とは言いつつラジオ終わる頃には元気になってそうだけどねw ', 'リハーサル始まったんだ  いよいよって感じでめちゃくちゃ楽しみすぎる', '大人のradio ', '寺坂さんキス事件ww ', '落ち着いた源さんありがとうございます', 'とある動画サイトy w ', '']",0.44457802176475525,0.23300462405481495,1891,0.44457802176475525,0.2888609752515634
2022-12-14 01:03:00,"['ほんまに源さんお疲れなのねでも がんばれぇ落ち着いてね ', 'キス事変www ', 'いいテンション落ち着いた大人な ', '事変ww ', '', '白と赤のやつですね', '源さんおつかれさまー', '事変wwww ', '落ち着いたラジオできるのかなー  ', '疲れてるのね', 'キス事変', '寺ちゃんのキス事変から0週間ですかw ', '', '大人なレディオを目指す源さん', 'リハーサル始まってるんだ  ワクワク      ', 'yという動画サイト 笑', '', 'キス事変 笑', '作家寺坂キス事変ww ', 'reassemb yのリハーサルが昨日からはじまった ずっと歌いっぱなしだったから 今日は落ち着いた感じで  ', '寺ちゃん キス事変', 'あー斗真のやつねw ', 'キス事変www ', 'リハ始まったんですね楽しみです  ', '作家寺坂のキス事変 笑  ', 'こんばんはー落ち着いたテンションでw先週も楽しかった何度も真夜中に爆笑でした', 'i m tired  お疲れさまです', 'お疲れ様なんだ私も疲れてるよぉって おおっ ライブのリハ  ぎゃー  楽しみにしてます私たちのために有難うございます   ', '大人のラジオ笑', 'お疲れの源さんreassemb yのリハが始まって     ', 'キス事変', '始まった お疲れのようで お疲れ様です ', '生田斗真ゲスト回を聞いた源さん', '先週爆笑だったね', '', 'キス事変wwww ', '源さんリハーサルお疲れ様です', 'キス事変 笑', 'とある動画サイトy ', 'yという動画サイト ww ', '', '大人のレディオ  ', '作家寺坂キス事変www ', 'リハーサル始まってたのか', '私ももう大人ですからw ', '大人のレディオwww ', '源さん リハで疲れてる', 'キス事変', '', 'こんばんは 源さんライブのリハかぁそうね それはお疲れよね  ', '大人のレディオ w ', 'リハーサル始まったんですね', '', 'いつもより低めヴォイスすきです ', '大人のレディオw ', '', 'i m tired  ', '寺ちゃんのキス事変 は最高でした', 'そんなこと言って絶対に後半テンションおかしくなってると思う', '0 ', 'i m tired \xa0源さん 疲れております ', 'とある動画サイトのy w ']",0.5755402743816376,0.344629926163945,1891,0.5755402743816376,0.28426038922723235
2022-12-14 01:04:00,"['リハざんまいからのann お疲れモードの源さん アンニュイな感じもいいと思います', 'とある動画サイトwww ', 'ようつべですね', 'キス事変', 'おっぱいかお尻かの話してたなw ', '自分で聴いたのスカートの時のかな  ', '落ち着いた 大人な さぁできるかな  ꉂꉂꉂ', '久しぶりに   ', '斗真くんゲストのやつね笑', ' ', '', 'リハーサルをみっちり歌ってからのラジオ 本当ありがとうございます', '私も大人ですからだいぶね ', '', 'そういう大人のレディオw ', 'とある動画サイトwww ', '', '0ヶ月ぶりのリアタイです', 'あああったねぇ', 'その回覚えてる', 'おっ いが好きかおしりが好きか', '作家寺坂キス事件www ', 'とある動画サイトの懐かしラジオ斗真君の回どっちだろう おっぱいかおしりか ', 'お疲れ様です ', '', 'してましたねぇ 懐かしいですね', '今夜は体調不良    д  oと精神的にも来てるので静かに聞くだけにします', '先週はキス事変w ', '大人のラジオぜひに  ', '', '', 'yという動画サイトにある斗真くん回w聴いたんだw ', 'ある動画サイトy ', 'i m tiredスタートライブリハからの生放送お疲れ様です', '消されてなかったら いいのー  ', '斗真くんのラジオ', 'とある動画サイトwww ', '斗真くん また来てほしい      ', '今日は大人のレディオか', '私も後できく', 'おっpいが好きかおsiriが好きかww ', '斗真くんまたゲスト来て欲しい', '', 'してたなー笑女医と女教師的なやつとか笑', 'ジャンクションの話ねwww ', 'おしりジャンクションからの一般道', '源さんお疲れ気味   声聴いただけでもう分かる reassemb yのリハも昨日から始まったんだね ', '年末は毎年忙しそうな上にliveのリハは大変そう オトナradioでよいですよ', '大人のradioを目指す ', 'とある動画サイトね', 'おしりjctの話しか  ', '源さん自分でそういうの再生数伸ばしてどーすんの ', 'kiss事変', 'i m very tired too  ', '', '寺坂直毅キス事変wwww ', '生田斗真さんとの回をきくw ', 'ルイスコール観に行きたかった  ', '源さんお疲れ様です', '作家寺坂キス事変 リスナー全員笑い死ぬかと思いました ', '斗真くんゲスト回   ', 'reassemb yのリハ始まったのねぇセトリも決まったのねぇ今夜はお疲れモードだから声が落ち着いてるのね', '斗真くんꉂw𐤔おしりジャンクションのやつ  ', '落ち着いた声も好き ', '寺ちゃんのキス事変www ', 'ハイハイ その回ね', 'おしりジャンクションのやつやん', '久々 斗真くんゲストに来て欲しいなぁ ']",0.6196659654378891,0.373188276932991,2278,0.6196659654378891,0.2931692370792248
2022-12-14 01:05:00,"['久しぶりに起きれたっ 星野さんの声 落ち着くわぁ  ', 'そういう話してたなぁ', '', 'キス事変wwwwww ', '', 'ルイスコールのどの公演   ', 'おしりジャンクションかな', 'お椀型とかの話だったっけ  ', '落ち着いたテンションでその話題w ', 'ルイス·コール話', '今日は大人のレディオを目指す 先週は寺坂キス事変', 'そこね いいのね', 'とある動画サイトの 笑 私は斗真くんと小栗くんと0人の時の放送回をオススメされました yという動画サイトで', '', '斗真くんの話 久しぶりだな', '武ちゃんが居ましたねっ  ', '', '', '生田斗真と言えば小栗旬くんと0人の回も大好き', 'ルイスコールのライブの話', '', 'たけちゃん', 'なんだこの低音ボイスの心地良さ      ', '斗真のゲスト回', '', 'liveのお話', '', '生田斗真さんゲスト回懐かしい', '懐かしいなww斗真と おっぱいが好きかおしりが好きか 論争してたねーwww ', '', '生田斗真来て欲しい']",0.5830272436141968,0.32228897609197166,465,0.5830272436141968,0.33288216459040776
2022-12-14 01:06:00,"['斗真くん回は神回だー', 'お ルイスコールのライブのお話し ブラスセクションに武嶋さんがいたのもね ', '深夜ラジオはそういうくだらない話をするのが最高なんじゃないですかね', 'もう今じゃお友達ルイスコール', 'あ そんな話あった  してたね   ', '胸骨圧迫か人工呼吸どっち取るかみたいな回のときだっけ', '斗真くんとのラジオおっぱいが好きかおしりが好きか   懐かしいねー ', '源くん こんばんは昼間のお仕事お疲れ様でした 今夜もよろしくです ', '斗真くんゲスト回 ', 'とある動画サイトの消されてないからいいのか', 'ルイスコールのライブ羨ましい', 'おしりジャンクションからの一般道', 'たけちゃんいたんだっけ  ', '斗真くんまた出てほしいな', 'おおお ルイスコールさんとお友達とな   ', 'あぁあったねおっぱいがいいかおしりがいいか  おしりジャンクション久しぶりに思い出した', '0年の生田斗真さんゲスト回って二人でハワイ旅行した話があった回かな めっちゃ笑った思い出 ', '', '生田斗真くんとのあの回はめっちゃ面白かったな', '違法ではないのかい  大丈夫なのかい 生田斗真さんまた来てくださると嬉しいね  ', '源さんやっぱりルイスコールのlive行ったんだね 武ちゃんが参加してたやつねー', '武嶋さんが参加', '武嶋さんが参加', '斗真さんゲスト回懐かしい', '久々にリアタイ  ', 'なつかしいな笑', '', '武ちゃんいいねぇ', '骨骨の服', '作家 寺坂キス事変 小説のタイトルっぽいなぁ ', '星野さん 今日もとっても張り切って聴いてますよー  ', 'リアタイ', ' 0年ってことはこれかな  ↓ ', 'ルイスぅー武嶋さんパネルの話インスタに上げてたねー', '聴いた聴いた 斗真君ゲストの回めっちゃ面白かったー源さんはお尻ジャンクションから太ももに降りる角度が好きなんだよねまたゲストに斗真君を呼んでいただきたい', 'リハーサルお疲れ様ですそれは声が枯れちゃいますねラジオ放送後はゆっくり休んでね', '素晴らしいliveでした本当に素晴らしいliveでした', '', '凄いなパネルもらえるの']",0.6468502283096313,0.43511443323796356,741,0.38843193650245667,0.2720513654473285
2022-12-14 01:07:00,"['あーそんな話してたねぇ疲れてる時はしたくなるんじゃないのぉ そういうお話お尻ジャンクションからの一般道のお話懐かしいなぁ', 'ルイスコールのライブに言って来た', 'ルイス コールの話', '落ち着いたテンションで話す内容はそれ', 'あの回好きすぎて繰り返し聴いたなー', 'ルイスコールのライブ武嶋さんが参加してたのー  ', '武嶋さんん', '', 'アンコールあるよw ', '', '', '', 'ルイスコールのlive ', 'ルイスコールはお友達 武嶋さんが参加されてたね', '低音ボイス  ど ど ドキドキするんやけど  ', '武ちゃんのインスタ良かったよね', '落ち着いた話し声が子守唄のようだ 寝落ちしそう ', '武ちゃんインスタにあげてたね  ', 'ルイスコールのお話武嶋さんのお話も   ', 'ルイス コールのライブいいなっ そう 武嶋さん参加されてたんですよねぇ 凄いな ']",0.7041516453027725,0.4054823559169706,190,0.7041516453027725,0.3339964862460102
2022-12-14 01:08:00,"['源さんもライブ会場に等身大パネル置いてー  ', 'パネルもらったんだw ', '私も今日 小栗旬 生田斗真ゲストの回見ちゃった', '', '懐かしい', 'ルイス コールの話', '低音ボイス寝そう', 'ルイスコールのliveに武ちゃん演奏してて凄いよね    ', 'ルイス コール友達 武嶋さんが参加していてそれもあって観に行ったんだけど ', 'こんばんは', '人柄も素敵なのね', 'ルイス コール', 'リアタイ中']",0.5456209927797318,0.2921979548648382,78,0.5456209927797318,0.29065938030036603
2022-12-14 01:09:00,"['武嶋さんはルイス コールの等身大パネル貰っていった ', 'うんうん 武嶋さん言ってたね ', '', 'たけちゃんの見せ場楽しみ  ', '武嶋さん すごいね', '今日の源君voice良いわ いつも落ち着くけど更に癒されるー ', '武嶋さんの見せ場ある  楽しみです  ', 'アーティストの等身大パネルと写真撮る鬼スーパートップミュージシャンはなかなか面白い']",0.6453843861818314,0.44932341469185694,28,0.4113243892788887,0.27658422885991335
