created_at,texts_by_minute,average_similarity
2022-12-14 01:00:00,"['', '', '', '', '', '星野源のオールナイトニッポン | ニッポン放送 | 2022/12/13/火  25:00-27:00     ', '', '', '', '', '', '', '', '', '', '', '', '', '一週間のたのしみ😌❕ 今日もこんばんは(*´-`)  ', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '始まるー💕😆✨  ', 'こんばんは😊   ', '', '', '', '', '', 'はじまった！  ', '', '', '', '', '', 'お久しぶりのリアタイ！ ', '', '', '', '', '', '', '', '', '', '', '', ' ', '', '', '', '源さーん、こんばんはー🤗  ニセさん、お疲れだったけど、源さんもお疲れかしら…  ', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '源さんこんばんは  ', '', '', '', 'よろしくお願いします  ', 'こんばんは  ', '', '', '源さんこんばんは！ ', '', '', '', 'こんばんは~~！！ ', '', '', '', '', 'はじまった～ ', '', '始まった ', '', '', '', '', '始まったーーー源さんこんばんは！！  ', '', '', '', '', '', '', '', '', '源さん、こんばんは。 お疲れ様です。 ', '', '', '', '', '', '', 'お疲れねぇ〜   ', '', '今夜は行けるところまで!! よろしくお願いします😊 ', '', '源さんこんばんはー ', '', '', '', '', '', '   MROでききますね！', '', '', '', '', 'こんばんは！  ', '', '今夜もよろしくお願いします✨ ', '', '  始まった!', '', '', 'お疲れ様ですw ', '源さんお疲れ🥺 ', '', '', '', '', '', '', 'アイム\u3000タイアード。お疲れ様です。  ', '源さんこんばんは ', '今夜はどんな笑いが起こるかな📻星野源のオールナイトニッポン │ ニッポン放送      ', '今日はお疲れな源さん  ', '', '', 'お疲れニセさんと星野さん ', '', ""I'm tired. 非常に疲れております。  "", '源さんお疲れモード  ', '', '', '', 'リアタイします(*^^*) ', '今日は寝息だけのラジオでいいですよー    ', 'tired ', 'はじまた！(\u2060^\u2060^\u2060) ', 'こんばんはー (*^▽^*)/""""  ', '', '', ""I'm tired. "", '', '', '', '', '今週もスタート！！  ']",0.929363538080187
2022-12-14 01:01:00,"[' ', ' リハーサルはじまったのね。', '', 'リハーサル！😆   ', 'お疲れなんですね。 ', '', '源さんこんばんは！  ', '', '', ' よろしくお願いします', 'こんばんは  ', '', '', '', '', '', ' 🎶', '', '', '', '昨日からReassemblyのリハスタート！ ', '', '', '', '', '', '', 'I’m tired. w  ', '昨日今日とライブリハーサル🤤  ', 'こんばんは ', 'リハ💕 ', '', '', '', '', '   『どんっ！  さぁ～始まりました！ニッポン放送・源くんのオールナイトニッポン！  12月13日火曜日、明けて14日の水曜日でございます～  いや～日村さん～』  『何ですか？設楽さん？』   ', '', '', 'うたいっぱなし！ ', '', '', 'こんばんわー       ', ""I'm tired "", '\u3000 どうもこんばんわ\u3000星野源です 2022年12月13日火曜日 星野源のオールナイトニッポンをお送りします。 あいあむたいあーど 非常に疲れております 今日はもうー なぜかというと来年一月に開催される有観客 昨日からリハはじまり みっちりやってから7－8時間歌いっぱなし アレンジ\u3000リハ', '', '', '', '今週も生放送スタート。アイムタイヤード？\u3000有観客ライブのリハでお疲れの星野源さん。', '', '', 'こんばんは🎶始まりました❣️  ', '', '今日はradikoなので時差2分⤵️  こんばんは こちらはまだ始まってない😢', '', '疲れております ', ""I'm tired  Reassemblyのリハでお疲れな源さん 声も枯れてるね   "", '', '', 'こんばんは🙌   ', '', 'はじまったー！  ', 'こんばんは〜！ ', '星野源のオールナイトニッポン | ニッポン放送      ', 'リハーサル始まったんだ！ ', '疲れてるんだね～ ', '', '', '', 'こんばんは～😊 ', '', 'Reassemblyのリハ！！！  ', '', '', 'テンション低め   ', '源さんも疲れてるのね😑  ', 'みっちり2日間リハーサル 楽しみすぎるーー ', ' おおお!そうなのか!', 'ニセさんも源さんもお疲れ様。  ', 'お疲れモードの源さん ', '', 'リハが始まったのね😆  ', 'Reassemblyのリハーサルしてるんだ！✨ それだけでテンション上がる😆❤️  ', 'リハーサル☺️ ', 'アイムタイヤードな源さん\u3000 こんばんは ', '', '', '将来に悩む子へのニセさんの回答いいね。  ', 'あいむたいあーど お疲れのところありがとうございます  ', '', '', '', 'I’m Tired ', '', '', '源さんこんばんわー😆✨  ', 'I am tiredな源さん… ', '落ち着いた大人のレディオ ', '源さんこんばんはーーー 源さんも、おつかれ生です♪ 低音ボイスでセクスィ〜  ', 'リハーサルスタート🎵 ', 'お誕生日の日に行かせて頂きますーーーーー‼️‼️‼️‼️ ', '', 'Reassemblyのリハを昨日今日でしていた！😳  ', 'お疲れさまです  ', 'めっちゃ昨夜睡眠不足なのに起きてられるの不思議  ', '落ち着いた大人のレディオ ふーんw  ', '', '', '', 'こんばんは！ ', '', '大人のレディオ✨✨ ', 'お！！リハーサル？？   ', 'こんばんは😊  源さんお疲れなんですね💦  ', 'ライブ行きたかったな〜 国試さえなければ ', '低音が耳に心地よい…🤤   ', 'そう言ってても爆笑してヒーヒーする未来が見える。  ', '12月13日深夜   BeforeTalk # 34-1    「うっ、はー、あどうも、ニセ明です」 「ニセ疲れてる」 「I am tired.」 ちょっと 「いわっち(スタッフさん)が、今日いないのでね」 「Nativeの発音のCheckができないだけどね」 「ニセOriginalの発音で今日いきたいなって」', '  ライブのリハーサル‼️  あ〜もう楽しみすぎる✨✨  落ち着いた源さん🤭早く会いたい！！']",0.8164674316206549
2022-12-14 01:02:00,"['リハか！お疲れ様です、、 ', 'ｲｹﾎﾞ...  ', ""I'm tired おおお、お疲れ様です〜 "", 'こんばんは～\u3000', 'さー聞こう ', 'リハーサル☺️💕   ', '  こんばんは！源さん、お疲れ様です！', 'なう ', '', '声が確かにちがう お疲れさまです  ', '', '久々のリアタイ！ radiko開いたのも久々で前よりめちゃくちゃ時差ある😂 ', ""I'm tired. "", 'キス事変 ', '  キス事変w', '疲れております ', 'わくわく… ', 'リハーサル、お疲れ様でございました(❁ᴗ͈ˬᴗ͈)  ', '源さん、お疲れの中ラジオありがとうございます。 ', 'こんばんはー😊 ', 'リハしてるのね～✨😄 ', '\u3000  今日はお疲れ源ちゃん。 いのちだいじに。  星野源ちゃん今週もよろしうよ！', '  リハーサルお疲れ様でした✨📻', 'リハ！！！お疲れ様です！！ ', '', '作家寺坂Kiss事変 ', 'こんばんは！ お疲れ様です  ', 'リハーサルおつかれさまです  ', 'こんばんわ〜 ', 'いっぱい歌ってくれるのね〜。   ', 'キス事変😂  ', 'Spotifyで聴き直しても地獄でした笑 キス事変！ ', 'キス事変www ', 'おぉリハ始まったのか  ', '', 'Reassemblyのリハーサル！  ', 'こんばんは😊🌃  ', 'お疲れ様です… ', '確かに先週は「変」でしたね(笑)。', '源さん、お疲れぎみ ', '大人のレディオ  ', 'アレンジも楽しみ🥺  ', 'こんばんは  ', 'お疲れ様♥源ちゃん‼   ', '源さん、リハでお疲れの様子…！ 本当にお疲れ様です…！！ ', 'tiredなので大人のradioを目指します ', ""私もI'm tired😑(お揃いww)  "", '', '落ち着いたおとなのRADIO🤔 ', 'Reassemblyのリハーサル！ この言葉でもテンション上がる ', 'わ〜〜〜🎶高まるぅ〜💞  ', '今週は聴くよ   ', 'へんてこりんな回でした😂 ', '落ち着いた大人のRADIO ', 'リアタイ！！ ', 'とは言いつつラジオ終わる頃には元気になってそうだけどねw ', 'リハーサル始まったんだ！！ いよいよって感じでめちゃくちゃ楽しみすぎる ', '大人のRadio☺️  ', '寺坂さんキス事件ｗｗ ', '落ち着いた 源さん ありがとうございます☺️   ', 'とある動画サイトY w ', '']",0.70891215762154
2022-12-14 01:03:00,"['ほんまに源さんお疲れなのね😢 でも、がんばれぇ～📣 落ち着いてね。  ', 'キス事変ｗｗｗ  ', 'いいテンション  落ち着いた大人な…   ', '😗事変ww ', '  口が回らないテンション 落ち着いた いつも先週も先々週のような変な回 作家寺坂キス事変 無茶苦茶な放送 本当になかなかないくらいの回 前回の反省 私も大人ですから 大人のラジオめざしたい 落ち着いたRadio 昔の自分のラジオ とある「動画サイト」ののっかってるじゃない 消されてない', '白と赤のやつですね ', '源さんおつかれさまー  ', '事変wwww ', '落ち着いたラジオ できるのかなー？  ', '疲れてるのね😅   ', 'キス事変😅 ', '寺ちゃんのキス事変から1週間ですかw ', '', '大人なレディオを目指す源さん ', 'リハーサル始まってるんだ！！ワクワク！！！！   ', 'Yという動画サイト(笑 ', ' とある動画サイトを見たwww', 'キス事変…笑 ', '作家寺坂キス事変ww🤣🤣🤣  ', 'Reassemblyのリハーサルが昨日からはじまった。ずっと歌いっぱなしだったから、今日は落ち着いた感じで。     ', '寺ちゃん、キス事変🤣   ', 'あー 斗真のやつねw  ', 'キス事変www ', 'リハ始まったんですね 楽しみです〜！ ', '作家寺坂のキス事変(笑) ', 'こんばんはー 落ち着いたテンションでw 先週も楽しかった 何度も真夜中に爆笑でした  ', ""I'm tired……お疲れさまです😣 "", 'お疲れ様なんだ〜私も疲れてるよぉ〜って、おおっ、ライブのリハ！！ぎゃー！！楽しみにしてます私たちのために有難うございます！！\u3000', '大人のラジオ笑 ', 'お疲れの源さん😅 Reassemblyのリハが 始まって...    ', 'キス事変💋 ', '始まった。 お疲れのようで、お疲れ様です。 ', '生田斗真ゲスト回を聞いた源さん  ', '先週爆笑だったね〜  ', '', 'キス事変wwww ', '源さん リハーサルお疲れ様です✨ ', 'キス事変、笑 ', 'とある動画サイトＹ😂😂😂  ', 'Yという動画サイト←ww  ', ' ニセさんお疲れさまでした🤗   源ちゃん こんばんは💕 お疲れさまなのね…', '大人のレディオ？🤔 ', '作家寺坂キス事変www ', 'リハーサル始まってたのか😯 ', '私ももう大人ですからw ', '大人のレディオwww ', '源さん、リハで疲れてる😩💦       ', 'キス事変🤣🤣🤣🤣🤣 ', '', 'こんばんは、源さん😊 ライブのリハかぁ そうね、それはお疲れよね    ', '大人のレディオ？w  ', 'リハーサル始まったんですね ', '', 'いつもより低めヴォイスすきです。  ', '大人のレディオw ', ' 落ち着いた大人のレディオ 楽しみです', ""I'm tired.  "", '寺ちゃんのキス事変！は最高でした😂 ', 'そんなこと言って絶対に後半テンションおかしくなってると思う😎 ', '20221212   ぼんやりリアタイです。 嬉しい。', ""I'm tired!\xa0  源さん、疲れております。 "", 'とある動画サイトのY w ']",0.7502333990863113
2022-12-14 01:04:00,"['リハざんまいからのANN。お疲れモードの源さん。アンニュイな感じもいいと思います ', 'とある動画サイトwww ', 'ようつべですね ', 'キス事変🤣  ', 'おっぱいかお尻かの話してたな〜w ', '自分で聴いたの😂 スカートの時のかな？ ', '落ち着いた？ 大人な？ さぁ～できるかな～？ ꉂ🤣ꉂ🤣ꉂ🤣  ', '久しぶりに！！ ', '斗真くんゲストのやつね笑  ', ' のリハーサル昨日から始まったそうです！  ', '', 'リハーサルをみっちり歌ってからの ラジオ…  本当ありがとうございます😭   ', '私も大人ですから😂 だいぶね。  ', '', 'そういう大人のレディオw  ', 'とある動画サイトwww  ', ' 久しぶりに聴いてる', '2ヶ月ぶりのリアタイです😂 ', 'あああったねぇ  ', 'その回覚えてる🤣🤣  ', 'おっ○いが好きかおしりが好きか😂😂   ', '作家寺坂キス💋事件www ', 'とある動画サイトの 懐かしラジオ 斗真君の回どっちだろう… おっぱいかおしりか♡ ', 'お疲れ様です！', '\u3000生田斗真ゲストで二人で死ぬほどくだらない\u3000落ち着いてたんですよ2017年くらい 俺が一番疲れてた心が これくらいのテンション それでもくだらないこと おっぱいが好きかオシリが好きか そういうのいいよね そういう話をしようというわけでもないですけど 落ち着いたテンションで', 'してましたねぇ、懐かしいですね ', '今夜は体調不良(||´Д｀)ｏと精神的にも来てるので静かに聞くだけにします ', '先週はキス事変w ', '大人のラジオ ぜひに！  ', ' 斗真くんとのラジオ懐かしい', '', 'Yという動画サイトにある斗真くん回w聴いたんだw ', 'ある動画サイトY ', ""I'm tiredスタート ライブリハからの生放送 お疲れ様です🙇\u200d♀️   "", '消されてなかったら、いいのー？   ', '斗真くんのラジオ💕   ', 'とある動画サイトwww  ', '斗真くん、また来てほしい(*´`)  ', '今日は大人のレディオか ', '私も後できく ', 'おっｐいが好きかおsiriが好きかww  ', '斗真くんまたゲスト来て欲しい  ', '', 'してたなーー笑 女医と女教師的なやつとか笑  ', 'ジャンクションの話ねwww ', 'おしりジャンクションからの一般道  ', '源さんお疲れ気味...声聴いただけでもう分かる。  Reassemblyのリハも昨日から始まったんだね。  ', '年末は毎年忙しそうな上にLIVEのリハは大変そう。 オトナradioでよいですよ  ', '大人の Radioを目指す。 ', 'とある動画サイトね😂 ', 'おしりJCTの話しか？  ', '源さん自分でそういうの再生数伸ばしてどーすんの。  ', 'Kiss事変😂   ', ""I'm very tired too.  "", '', '寺坂直毅キス事変wwww   ', '生田斗真さんとの回をきくw ', 'ルイスコール観に行きたかった〜！ ', '源さんお疲れ様です🙏  ', '作家寺坂キス事変。 リスナー全員笑い死ぬかと思いました。 ', '斗真くんゲスト回！！ ', 'Reassemblyのリハ始まったのねぇ😊 セトリも決まったのねぇ🥰 今夜はお疲れモードだから声が落ち着いてるのね☺️ ', '斗真くんꉂ🤣w𐤔 おしりジャンクションのやつ？   ', '落ち着いた声も好き♡   ', '寺ちゃんのキス事変 www ', 'ハイハイ、その回ね😂 ', 'おしりジャンクションのやつやん  ', '久々、斗真くんゲストに来て欲しいなぁ… ']",0.7270943504660877
2022-12-14 01:05:00,"['久しぶりに起きれたっ！ 星野さんの声、落ち着くわぁ〜♡♡  ', 'そういう話してたなぁ ', '', 'キス事変wwwwww ', '', 'ルイスコールのどの公演！？ ', 'おしりジャンクションかな  ', 'お椀型とかの話だったっけ？  ', '落ち着いたテンションでその話題w  ', 'ルイス·コール話💕 ', '今日は大人のレディオを目指す。 先週は寺坂キス事変💋 ', 'そこね、いいのね☺️   ', 'とある動画サイトの(笑) 私は斗真くんと小栗くんと３人の時の放送回をオススメされました、Yという動画サイトで😂 ', '', '斗真くんの話、久しぶりだな😀 ', '武ちゃんが居ましたねっ！ ', '', '  お尻ジャンクションの回かな？🤣📻', '生田斗真と言えば小栗旬くんと3人の回も大好き  ', 'ルイスコールのライブの話 ', '', 'たけちゃん  ', 'なんだこの低音ボイスの心地良さ(＾ω＾) ', '斗真のゲスト回‼️        ', '  🥰💕', 'LIVEのお話✨   ', '  ルイスコールのライブいってきた\u3000LAノカテゴリーとしてはジャズ\u30002019年くらいにしりあって\u3000友達になって久しぶりに会えた ビックバンド\u3000ホーン隊いっぱいいた 今回日本でブラスセクションやったんですよ 僕お願いしてる武嶋さん\u3000素晴らしい最高でした 楽しかったね ライブ生でみた', '生田斗真さんゲスト回懐かしい  ', '懐かしいな🤣ww 斗真と「おっぱいが好きかおしりが 好きか」論争してたねー😂😂www  ', '', '生田斗真来て欲しい ']",0.7688239634037017
2022-12-14 01:06:00,"['斗真くん回は神回だー✨✨  ', 'お、ルイスコールのライブのお話し！ ブラスセクションに武嶋さんがいたのもね。  ', '深夜ラジオはそういうくだらない話をするのが最高なんじゃないですかね ', 'もう今じゃお友達💓ルイスコール😆 ', 'あ〜、そんな話あった!!してたね!! ', '胸骨圧迫か人工呼吸どっち取るかみたいな回のときだっけ  ', '斗真くんとのラジオ おっぱいが好きか おしりが好きか... 懐かしいねー😅✨    ', '源くん、こんばんは😊昼間のお仕事お疲れ様でした。今夜もよろしくです。', '斗真くんゲスト回。 ', 'とある動画サイトの  消されてないから いいのか\U0001fae2🤔   ', 'ルイスコールのライブ羨ましい  ', 'おしりジャンクションからの一般道 ', 'たけちゃんいたんだっけ？  ', '斗真くんまた出てほしいな〜☺️  ', 'おおお！ルイスコールさんとお友達とな？！ ', 'あぁ あったね🤣 おっぱいがいいかおしりがいいか？？ 🤣🤣おしりジャンクション 久しぶりに思い出した🤣🤣🤣 ', '2017年の生田斗真さんゲスト回って二人でハワイ旅行した話があった回かな？めっちゃ笑った思い出。   ', '💕 ', '生田斗真くんとのあの回はめっちゃ面白かったな ', '違法ではないのかい……大丈夫なのかい？生田斗真さんまた来てくださると嬉しいね！\u3000', '源さんやっぱりルイスコールのLIVE行ったんだね！ 武ちゃんが参加してたやつねー😆 ', '武嶋さんが参加✨  ', '武嶋さんが参加🎵 ', '斗真さんゲスト回懐かしい〜😊 ', '久々にリアタイ！ ', 'なつかしいな笑  ', '', '武ちゃんいいねぇ✨ ', '骨骨の服 ', '作家・寺坂キス事変。  小説のタイトルっぽいなぁ。 ', '星野さん！今日もとっても張り切って聴いてますよー！   ', 'リアタイ  ', '   2017年ってことはこれかな？ ↓ ', 'ルイスぅーーーー🎷 武嶋さん✨✨ パネルの話 インスタに上げてたねー ', '聴いた聴いた！ 斗真君ゲストの回めっちゃ面白かったー 源さんはお尻ジャンクションから太ももに降りる角度が好きなんだよね またゲストに斗真君を呼んでいただきたい ', 'リハーサルお疲れ様です😉 それは声が枯れちゃいますね😣😳 ラジオ📻放送後はゆっくり休んでね☘  ', '素晴らしいLIVEでした✨✨ 本当に素晴らしいLIVEでした✨✨   ', ' ルイス・コールのお話嬉しい', '凄いなパネルもらえるの  ']",0.7944287673423165
2022-12-14 01:07:00,"['あーそんな話してたねぇ😊 疲れてる時はしたくなるんじゃないのぉ？ そういうお話💕 お尻ジャンクションからの一般道のお話☺️懐かしいなぁ ', 'ルイスコールのライブに 言って来た🎤       ', 'ルイス・コールの話 ', '落ち着いたテンションで 話す内容はそれ😅   ', 'あの回好きすぎて繰り返し聴いたなー ', 'ルイスコールのライブ 武嶋さんが参加してたのー？ ', '武嶋さんん〜〜〜☺️ ', '  武ちゃんインスタでも興奮してたね✨🎶 やっぱりLIVEは最高だね✨🎶', 'アンコールあるよw ', '\u3000行ったという人 源さん\u3000私もいきました 歌声キュート アンコールあるよ源さんと同じ ホーンセクション\u3000武嶋さんパネルもらった 等身大パネルいいね\u3000写真とった すごいよかったです  曲の作り方\u3000はやりから距離を置いてる 素晴らしいから聞きたくなる 人柄\u3000MV\u3000超変な人 Crazy', '', ' わたしは斗真くんと小栗さんの3人で喋ってる動画をここ1週間ほどおすすめされ続けている', 'ルイスコールのLIVE✨  ', 'ルイスコールはお友達！武嶋さんが参加されてたね ', '低音ボイス。。ど、ど、 ドキドキするんやけど！ ', '武ちゃんのインスタ良かったよね✨ ', '落ち着いた話し声が子守唄のようだ。寝落ちしそう。 ', '武ちゃんインスタに あげてたね！       ', 'ルイスコールのお話✨ 武嶋さんのお話も！！  ', 'ルイス•コールのライブいいなっ！ そう、武嶋さん参加されてたんですよねぇ。凄いな。 ']",0.8038238130117717
2022-12-14 01:08:00,"['源さんもライブ会場に等身大パネル置いてー！  ', 'パネルもらったんだw  ', '私も今日、小栗旬、生田斗真ゲストの回見ちゃった😅  ', '', '懐かしい ', 'ルイス・コールの話 ', '低音ボイス寝そう ', 'ルイスコールのLiveに 武ちゃん演奏してて 凄いよね♬*ﾟ   ', 'ルイス・コール 友達。  武嶋さんが参加していて それもあって観に行ったんだけど。 ', 'こんばんは🌟 ', '人柄も素敵なのね😄 ', 'ルイス・コール ', 'リアタイ中😁']",0.7178067763646444
2022-12-14 01:09:00,"['武嶋さんはルイス•コールの等身大パネル貰っていった。 ', 'うんうん、武嶋さん言ってたね。 ', '\u3000人柄はさわやかな笑顔でやさしい奴 レイハラカミさん 自分の中に入って突き詰めた話したけど そういう人 接したりライブみたり作品にふれると 癒される 楽しくなっちゃう 私もいったという追加公演 COSMICライブ最高でした 武嶋さんかっこよく\u3000また会えるの 楽しみ リハ昨日今日見せ場', 'たけちゃんの見せ場楽しみ！  ', '武嶋さん、すごいね☺️', '今日の源君voice良いわ。いつも落ち着くけど更に癒されるーーーー。 ', '武嶋さんの見せ場ある？！楽しみです！  ', 'アーティストの等身大パネルと写真撮る 鬼スーパートップミュージシャンは  なかなか面白い🤭   ']",0.8074587838990348
