created_at,texts_by_minute,median,average,size,width,variance
2022-12-17 01:00:00,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', ' ', '', '', '神のご加護があり リアタイすることができますですありがたやたやたや ', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '今週は録音回', '', '', '', '', '', '', '今週も始まった   ', '', '', '', '', '', '', '', '粗品さん せいやさんこんばんは', '', '', '', '', '', '', '', '', '', '', ' 金曜ナイト牧場0 0 こんばんは  0月第0金曜日も深夜になりました 深夜もよろしくお願いします 深夜の一言 rising sun 0karats gold soul深夜の予定  ', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '霜降り明星のオールナイトニッポン ニッポン放送    ', '', '', '', '', '', '', '', '霜降り明星のオールナイトニッポン  obcラジオ大阪  0 0 0 金0 0 0 0   ', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'ひっさびさのリアタイ', '', 'そっか今週収録放送 ', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '霜降り明星のオールナイトニッポン ニッポン放送    ', '', '', '', '録音放送なので攻めますよ     ', 'はじまた 今回は録音\xa0', '', '', '', '', '今週は録音回', '', '', '', '', '', '', '', ' 金曜ナイト牧場0 0 こんばんは  0月第0金曜日も深夜になりました 深夜もよろしくお願いします 深夜の一言 ヘビーローテーション 会いたかった 大声ダイヤモンド 恋するフォーチュンクッキー深夜の予定  ', '', '', '', '', '', '']",1.0,0.867151840061079,20100,0.0,0.11434229857619939
2022-12-17 01:01:00,"['', '', '', '', '', '', '', '', 'いつもよりメール多かった', '今日録音だった', '', '', '', '', '', '時刻は午前0時になりましたー  ', '', '', '', '', '', '', 'spwのコーナー何になるのかめちゃ気になる', '', '', '', '', 'はたけさんが別の仕事でいない', '', '', '', '', ' 金曜ナイト牧場0 0 こんばんは  0月第0金曜日も深夜になりました 深夜の一言 ヘビーローテーション 会いたかった 大声ダイヤモンド 恋するフォーチュンクッキー深夜の予定  ', '', '', 'そうか録音か', 'いつもより多いってすげえな', 'まだ髪切ってない世界線', '', '', '', '今週は録音放送', '久々のリアタイ', '', '', '今週は録音放送', ' 金曜ナイト牧場0 0 こんばんは  0月第0金曜日も深夜になりました 深夜もよろしくお願いします 深夜の一言 rising sun 0karats gold soul深夜の予定  ', '', '', '', '今日は録音放送かー', '', '', ' 金曜ナイト牧場0 0 こんばんは  0月第0金曜日も深夜になりました 深夜もよろしくお願いします 深夜の一言 ヘビーローテーション 会いたかった 大声ダイヤモンド 恋するフォーチュンクッキー深夜の予定  ', '']",1.0,0.562440915842249,1485,1.0,0.23056966248917163
2022-12-17 01:02:00,"['久しぶりにリアタイ        ', '', 'トゥルーさん', 'ねむぅい', '', '', '', '', '', 'よろしくお願いしますぅ', 'がんばれイソギンチャクさん', ' 金曜ナイト牧場0 0 こんばんは  0月第0金曜日も深夜になりました 深夜の一言 ヘビーローテーション 会いたかった 大声ダイヤモンド 恋するフォーチュンクッキー深夜の予定  ', 'リアタイ録音残念アルゼンチン戦ネットニュースの件出ないか 笑霜降り明星のオールナイトニッポン ニッポン放送    ', 'ミヤネ屋みたいに言った', '録音放送は責める霜降り明星', '', '', 'ハタケさん不在', '', '高橋さんだ  ', '', '', ' xxxこんばんは収録回  ', 'イソギンチャクさん頑張れ', '', 'トゥルさんはイソギンチャクさんなの  ', '録音回今週色々あったのになぁw ', '今日はトゥル翔さんがブース内に ちなみにフワちゃんとやる時はめっちゃしゃべってます', '', '0分は遅れすぎだろsbsレディオ', 'メールのスパン短いのにいつもより多く届いた   ', '畠さんブチギレ休み 笑', '録音放送こそ攻める男せいや', 'なんか最近粗品さん作り笑い多くなったな', '遂に髙橋さんが作家席  ', '']",0.4944964498281479,0.27639030259812164,630,0.4944964498281479,0.13420820370844366
2022-12-17 01:03:00,"['トゥルーマンさん   ', 'はたけさんお休み', '', '高橋さん わりと喋る方だと思いますけど笑', 'いつもよりメール届いてたんだwリスナー根性素晴らしい  ', 'はたけさんブチ切れ説', 'イソギンチャクさん', '', 'トゥルさん  ', '久しぶりのイソギンチャク トゥルーマン翔  ', 'イソギンチャクさん 喋らない流派 よろしくお願いします  ', '今週は録音放送   ', '今日はトゥルさんか', 'イソギンチャクさんがメイン作家に  ', 'イソギンチャクさんも喋らない', '髙橋さん割と喋るけどな', 'え⁈今日はトゥルさん', '', 'トゥルーマン翔さん  ', '', '', 'フワちゃんのとこではバリバリ喋ってますね笑', '今日はイソギンチャクさんが作家  ', '', 'はたけさんの代わりにイソギンチャクさん', 'イソギンチャクもしゃべらないwww ', '', '最初はパー浸ってて出遅れそうになった', 'イソギンチャクさんも喋らない笑', '有吉さんも不破って呼んでるよね', 'はたけ流派', '畠さんに代わりイソギンチャクさん', '']",0.5674468874931335,0.32652765288807906,528,0.5674468874931335,0.10064176133920832
2022-12-17 01:04:00,"['トゥルさんフワちゃんの時は喋るけどね', '', '粗品さん フワは人を選んでいる せいやさん さかなクンのことをさかなって呼んでるのと一緒やで ', 'フワちゃんの時めちゃくちゃ喋るやんけ  ', '股間握ってたな笑笑', '', 'あのストannおもろかったねww ', 'トゥルさん   ', '今日の作家トゥルさん', 'トゥルさん イソギンチャクさん ', 'せいや世代エグい', '確かに一回ann0人でやったね笑', 'えぐい世代せいや世代', '', '粗品さんいつまで経ってもフワちゃんのことを あいつ人選んでる って言ってるの面白い', '私も0 ', 'sixtonesのラジオで股間握るノリあったなぁwww ', 'ネイマールって結構歳なんだな', '', 'フワちゃんのこと フワと呼ぶ粗品さん', '今日は録音回']",0.5487060099840164,0.31300485878212686,210,0.5487060099840164,0.08524345186893248
2022-12-17 01:05:00,"['グラコロ出とるは意味わからん', 'フワって呼んでるの   ', '収録放送につき畠山さんの代打で遂にイソギンチャクことトゥル翔降臨畠山さんとの関係性は石井ちゃんのgeraラジオで話してました', 'トゥルさん0歳せいや世代w ', 'フワチャンは人選んでる', 'トゥルさん イソギンチャクさんだということを忘れてしまうw ', '', 'フワかw ', 'せいや ネイマール 白石麻衣', 'イソギンチャクさんはせいや世代ww ', 'イソギンチャクさんはせいや世代 さすがにネイマール世代だろ   ', 'せいや ネイマール イソギンチャク 私', 'そっかイソギンチャク トゥルーマン翔 さんはsixtonesもやってるのか', 'まいやんの並びにおらんやろwww ', 'フワは人選んでる', '何回イソギンチャクさん言うんw ', '急に麻衣ちゃん呼ばれてビビった笑笑', '', '0年度生まれ とっても豪華  ', 'せいや ネイマール 白石麻衣の並びw ', 'せいや世代w ', 'トゥルさんフワちゃんの方ではめっちゃ喋ってるやん  ', 'イソギンチャクさんはせいや世代', 'トゥル普通に喋るときはしゃべるだろ', 'さかなクンのことをさかなと呼んでいるのと同じwww ', '遅刻したー']",0.5369040369987488,0.362581593512844,325,0.3576895296573639,0.05808017916701036
2022-12-17 01:06:00,"['あのちゃんの次の日にやってるとは   ', 'イソギンチャクさんはせいや世代他にはネイマール 白石麻衣 本田翼w ', '俺もせいや世代です ', ' xxx 0年のせいや世代 笑', 'いそぎんちゃくさんはせいや世代の喋らないタイプ', '', '0ヶ月年下www ', 'せいや世代', '0やからせいやニアミス世代ですわ', '白石麻衣 ネイマール 石川晟也', 'せいや世代いかついなwww ', '最近誕生日だったんですね トゥルさんおめでとう  ', 'トゥルさん0月0日0ヶ月違いで年下扱いwせいや 焼きそばパン買うて来い www ', 'せいや ネイマール 白石麻衣 本田翼 イソギンチャクは同世代', '日割に厳しいwww ', '有吉さんのようなポップな呼び方ではなくしっかり不破と呼ぶ唯一の芸能人粗品さん', '粗品さんのフワちゃんいじり笑', 'スタッフさんの細かな情報ありがたいですねぇ ']",0.619186520576477,0.39670578017260183,153,0.4421420693397522,0.06282273154511994
2022-12-17 01:07:00,"['夕方真っ暗やないかいw ', '', '', '録音回の薄いお便り', '薄ぅ', '', 'せいちゃん sixtones ann以外は何やってるんですか  マグチン回の話www ', '今日はngなしで何でも答える', 'パスポートの写真   ', 'フワちゃんのとこではめちゃ喋るトゥルさん', '', 'さっき食ったサラダが今年一w ', '霜降り明星のオールナイトニッポン ニッポン放送    ']",0.5410279482603073,0.27689775022176594,78,0.5410279482603073,0.1171044215565535
2022-12-17 01:08:00,"['激薄質問   ', 'せいやネイマール白石麻衣本田翼', '天橋立  ', 'さっき食ったサラダwww ', '遅ればせながら']",0.17468218877911568,0.10018198043107987,10,0.17468218877911568,0.01796943818712553
2022-12-17 01:09:00,"['大葉の天ぷら  いいなぁ', 'さっき食ったサラダが今年イチw ', '霜降り明星のオールナイトニッポン ニッポン放送  ', '紫蘇天は美味しいよね  ', 'オラハムは嫌いだw ', '', '追っかけ再生']",0.5989322066307068,0.276639271350134,21,0.5989322066307068,0.0895067070135427
